new_id,age_guess,gender_guess,zip,income,race
7497,6,male,60618,58005.5133,white
7501,10,male,60613,68426.0555,white
7502,5,male,60618,58005.5133,white
7504,3,female,60618,58005.5133,white
7515,63,female,60616,47561.8415,white
7519,54,male,60643,58104.9847,white
7529,10,female,60607,75222.2245,white
7532,54,male,60657,78622.5332,white
7533,13,male,60619,37122.9883,
7534,8,male,60619,37122.9883,
7554,11,female,60633,46089.2828,white
7555,45,female,60618,58005.5133,white
7557,48,female,60638,60046.2161,white
7569,9,female,60618,58005.5133,white
7572,10,female,60633,46089.2828,white
7581,4,female,60643,58104.9847,white
7582,12,male,60637,31645.489,white
7600,18,male,60649,28765.3108,
7603,21,female,60609,35478.1413,white
7607,7,female,60618,58005.5133,white
7611,5,male,60618,58005.5133,white
7612,2,female,60618,58005.5133,white
7619,11,male,60613,68426.0555,white
7621,7,male,60618,58005.5133,white
7622,10,female,60613,68426.0555,white
7629,36,female,60609,35478.1413,white
7635,64,female,60609,35478.1413,white
7650,17,female,60632,41426.6983,white
7653,4,male,60609,35478.1413,white
7659,5,male,60618,58005.5133,white
7662,9,male,60633,46089.2828,white
7666,8,male,60633,46089.2828,white
7675,2,male,60641,49558.7368,white
7684,5,female,60609,35478.1413,white
7692,65,female,60643,58104.9847,white
7698,9,male,60633,46089.2828,white
7711,11,male,60651,32715.9962,white
7717,13,male,60620,35720.8559,
7734,43,female,60616,47561.8415,white
7735,8,female,60609,35478.1413,white
7736,44,female,60645,49517.3061,white
7739,12,female,60616,47561.8415,white
7747,6,female,60616,47561.8415,white
7750,64,female,60609,35478.1413,white
7751,4,male,60616,47561.8415,white
7756,67,female,60616,47561.8415,white
7758,70,female,60608,35282.9596,white
7763,33,female,60622,62490.8059,white
