new_id,age_guess,gender_guess,zip,income,race
7114,6,male,60638,60046.2161,white
7117,4,female,60638,60046.2161,white
7141,10,female,60639,41642.9274,white
7169,4,male,60641,49558.7368,white
7177,7,male,60644,26299.2288,
7179,6,male,60644,26299.2288,
7182,12,female,60630,57285.3423,white
7183,59,female,60628,39591.7109,
7189,8,male,60660,42405.2031,white
7191,5,female,60660,42405.2031,white
7193,4,female,60660,42405.2031,white
7213,2,male,60640,43975.102,white
7216,49,female,60645,49517.3061,white
7221,11,male,60645,49517.3061,white
7223,4,male,60647,50830.9318,white
7233,39,female,60607,75222.2245,white
7238,4,male,60657,78622.5332,white
7242,66,female,60657,78622.5332,white
7260,5,female,60647,50830.9318,white
7265,7,male,60637,31645.489,white
7274,6,male,60657,78622.5332,white
7292,13,male,60617,39216.4893,white
7298,7,male,60610,61110.0357,white
7311,8,male,60625,52037.0342,white
7313,6,female,60625,52037.0342,white
7314,11,male,60616,47561.8415,white
7320,5,male,60625,52037.0342,white
7324,9,male,60616,47561.8415,white
7335,64,female,60660,42405.2031,white
7338,4,male,60630,57285.3423,white
7349,7,female,60618,58005.5133,white
7356,8,female,60619,37122.9883,
7366,11,male,60612,36926.7266,white
7375,4,female,60617,39216.4893,white
7382,3,male,60640,43975.102,white
7383,3,male,60638,60046.2161,white
7400,5,female,60638,60046.2161,white
7403,4,female,60634,57736.1576,white
7405,27,male,60613,68426.0555,white
7414,10,female,60634,57736.1576,white
7438,7,male,60609,35478.1413,white
7441,7,female,60631,74087.4356,white
7445,68,female,60643,58104.9847,white
7460,27,female,60642,64721.4761,white
7463,61,female,60616,47561.8415,white
7464,9,female,60625,52037.0342,white
7467,66,female,60616,47561.8415,white
7473,33,female,60628,39591.7109,
7479,2,male,60647,50830.9318,white
7482,2,male,60647,50830.9318,white
7492,4,male,60631,74087.4356,white
